"date","day_month","year","month","quarter","season","date-2","open_price","high_price","low_price","close_price","adj_close","volume","open_change","high_change","low_change","close_change","volume_change","gain_loss_open","gain_loss_high","gain_loss_low","gain_loss_close","gain_loss_volume"
"3/29/17","29-Mar","2017","3","Q1","Spring","3/29/17","35.919998","36.122501","35.797501","36.029999","34.162235","116760000","0.692497","0.112503","0.642502","0.079998","-16739200","Gain","Gain","Gain","Gain","Loss"
"3/29/18","29-Mar","2018","3","Q1","Spring","3/29/18","41.952499","42.9375","41.724998","41.945","40.399765","153594000","0.139999","0.432499","0.427497","0.325001","-13080000","Gain","Gain","Gain","Gain","Loss"
"3/29/19","29-Mar","2019","3","Q1","Spring","3/29/19","47.4575","47.52","47.134998","47.487499","46.434544","94256000","0.220001","0.130001","0.252498","0.307499","11134400","Gain","Gain","Gain","Gain","Gain"
"3/2/92","2-Mar","1992","3","Q1","Spring","3/2/92","0.578125","0.591518","0.575893","0.587054","0.481983","158132800","0.042411","0.053572","0.055804","0.060268","-32121600","Gain","Gain","Gain","Gain","Loss"
"3/29/21","29-Mar","2021","3","Q1","Spring","3/29/21","121.650002","122.580002","120.730003","121.389999","121.184158","80819200","1.300004","1.099999","1.810005","0.18","-13252000","Gain","Gain","Gain","Gain","Loss"
"3/2/93","2-Mar","1993","3","Q1","Spring","3/2/93","0.544643","0.544643","0.522321","0.535714","0.443669","264185600","0.060268","0.060268","0.055803","0.0625","-30699200","Gain","Gain","Gain","Gain","Loss"
"3/2/94","2-Mar","1994","3","Q1","Spring","3/2/94","0.294643","0.300223","0.290179","0.299107","0.250767","137995200","0.03125","0.032366","0.03125","0.032366","-43534400","Gain","Gain","Gain","Gain","Loss"
"3/2/95","2-Mar","1995","3","Q1","Spring","3/2/95","0.375","0.376116","0.360491","0.361607","0.307437","319211200","0.027902","0.029018","0.022321","0.018973","215342400","Gain","Gain","Gain","Gain","Gain"
"3/2/97","2-Mar","1997","3","Q1","Spring","3/2/97","0.15067","0.151786","0.145089","0.145647","0.125242","368110400","-0.037946","-0.046875","-0.042411","-0.048549","248393600","Loss","Loss","Loss","Loss","Gain"
"3/2/98","2-Mar","1998","3","Q1","Spring","3/2/98","0.157924","0.166295","0.157924","0.163504","0.140598","402617600","-0.050223","-0.046875","-0.043527","-0.047434","-116984000","Loss","Loss","Loss","Loss","Loss"
"3/29/82","29-Mar","1982","3","Q1","Spring","3/29/82","0.074219","0.074777","0.074219","0.074219","0.058261","67603200","0.001116","0.001674","0.001674","0.001674","16822400","Gain","Gain","Gain","Gain","Gain"
"3/29/83","29-Mar","1983","3","Q1","Spring","3/29/83","0.19029","0.196987","0.19029","0.195313","0.153317","103734400","-0.001674","0.005023","0.003906","0.005581","29164800","Loss","Gain","Gain","Gain","Gain"
"3/29/84","29-Mar","1984","3","Q1","Spring","3/29/84","0.113839","0.114955","0.112723","0.113281","0.088923","39177600","0.001674","0.000558","0.000558","-0.000558","-36310400","Gain","Gain","Gain","Loss","Loss"
"3/29/85","29-Mar","1985","3","Q1","Spring","3/29/85","0.097656","0.09933","0.097656","0.098772","0.077534","87180800","0","0","0","0.001116","-42425600","Gain","Gain","Gain","Gain","Loss"
"3/29/88","29-Mar","1988","3","Q1","Spring","3/29/88","0.370536","0.375","0.362723","0.366071","0.289366","213920000","0.013393","0.002232","0.010044","-0.004465","41440000","Gain","Gain","Gain","Loss","Gain"
"3/29/89","29-Mar","1989","3","Q1","Spring","3/29/89","0.303571","0.308036","0.303571","0.305804","0.243973","74401600","0","0","0","0.002233","-66852800","Gain","Gain","Gain","Gain","Loss"
"3/2/99","2-Mar","1999","3","Q1","Spring","3/2/99","0.348214","0.362165","0.345982","0.358817","0.308548","338744000","0.022321","0.031808","0.037946","0.047991","-328507200","Gain","Gain","Gain","Gain","Loss"
"3/29/90","29-Mar","1990","3","Q1","Spring","3/29/90","0.366071","0.370536","0.363839","0.367188","0.29596","96891200","-0.008929","-0.00558","-0.002232","-0.001116","-6048000","Loss","Loss","Loss","Loss","Loss"
"3/29/93","29-Mar","1993","3","Q1","Spring","3/29/93","0.466518","0.46875","0.453125","0.455357","0.377942","261710400","-0.022321","-0.020089","-0.015625","-0.020089","109950400","Loss","Loss","Loss","Loss","Gain"
"3/29/94","29-Mar","1994","3","Q1","Spring","3/29/94","0.296875","0.301339","0.287946","0.292411","0.246034","213516800","0.002232","-0.002232","-0.004465","-0.004464","-69059200","Gain","Loss","Loss","Loss","Loss"
"3/29/95","29-Mar","1995","3","Q1","Spring","3/29/95","0.303571","0.311384","0.302455","0.30692","0.26166","496876800","-0.02009","-0.013114","-0.002233","0","-192920000","Loss","Loss","Loss","Gain","Loss"
"3/29/96","29-Mar","1996","3","Q1","Spring","3/29/96","0.216518","0.220982","0.212054","0.219308","0.188584","166521600","-0.004464","-0.007813","-0.003348","0.003348","-129371200","Loss","Loss","Loss","Gain","Loss"
"3/29/99","29-Mar","1999","3","Q1","Spring","3/29/99","0.299107","0.316406","0.298549","0.315848","0.271599","568870400","-0.002232","0.014509","0.003906","0.018973","315033600","Loss","Gain","Gain","Gain","Gain"
"3/3/00","3-Mar","2000","3","Q1","Spring","3/3/00","1.114955","1.14495","1.071429","1.142857","0.982746","323366400","0.219308","0.214146","0.17634","0.220424","-151827200","Gain","Gain","Gain","Gain","Loss"
"3/30/00","30-Mar","2000","3","Q1","Spring","3/30/00","1.192522","1.229353","1.119978","1.122768","0.965472","414400000","-0.051898","-0.015625","-0.074916","-0.09096","174563200","Loss","Loss","Loss","Loss","Gain"
"3/30/01","30-Mar","2001","3","Q1","Spring","3/30/01","0.402679","0.405714","0.381071","0.394107","0.338894","400349600","0.013929","-0.013036","-0.002858","-0.008214","-212716000","Gain","Loss","Loss","Loss","Loss"
"3/30/04","30-Mar","2004","3","Q1","Spring","3/30/04","0.495357","0.499107","0.488214","0.498571","0.428723","359676800","0.006607","-0.000714","0.0025","0.000178","8948800","Gain","Loss","Gain","Gain","Gain"
"3/30/05","30-Mar","2005","3","Q1","Spring","3/30/05","1.5025","1.528571","1.493571","1.528571","1.314422","394959600","-0.0175","-0.001072","0.011428","0.0375","-66396400","Loss","Loss","Gain","Gain","Loss"
"3/30/06","30-Mar","2006","3","Q1","Spring","3/30/06","2.243571","2.260714","2.1975","2.241071","1.927103","1390650800","0.131785","0.027857","0.137857","0.015","-956183200","Gain","Gain","Gain","Gain","Loss"
"3/30/07","30-Mar","2007","3","Q1","Spring","3/30/07","3.367143","3.381429","3.3125","3.318214","2.853341","600558000","0.003214","0.0175","0.018571","-0.03","-125165600","Gain","Gain","Gain","Loss","Loss"
"3/30/09","30-Mar","2009","3","Q1","Spring","3/30/09","3.7325","3.750357","3.664643","3.731786","3.208973","502796000","-0.132857","-0.125714","-0.135357","-0.084285","9923200","Loss","Loss","Loss","Loss","Gain"
"3/30/10","30-Mar","2010","3","Q1","Spring","3/30/10","8.45","8.481429","8.366071","8.423214","7.243144","527310000","0.128571","0.128929","0.093928","0.123571","-13434400","Gain","Gain","Gain","Gain","Loss"
"3/30/11","30-Mar","2011","3","Q1","Spring","3/30/11","12.522857","12.531429","12.408571","12.451071","10.706712","329406000","0.106428","-0.002857","0.049285","-0.083215","-23494800","Gain","Loss","Gain","Loss","Loss"
"3/30/12","30-Mar","2012","3","Q1","Spring","3/30/12","21.741785","21.805714","21.355","21.4125","18.412664","731038000","-0.143215","-0.214286","-0.331787","-0.368214","122799600","Loss","Loss","Loss","Loss","Gain"
"3/30/15","30-Mar","2015","3","Q1","Spring","3/30/15","31.012501","31.6","31","31.592501","28.800749","188398800","-0.129999","0.425001","0.272499","0.780001","30214000","Loss","Gain","Gain","Gain","Gain"
"3/30/16","30-Mar","2016","3","Q1","Spring","3/30/16","27.1625","27.605","27.15","27.389999","25.43248","182404400","0.94","0.6575","0.930001","0.469999","57644000","Gain","Gain","Gain","Gain","Gain"
"3/30/17","30-Mar","2017","3","Q1","Spring","3/30/17","36.047501","36.125","35.875","35.982498","34.117195","84829200","0.127503","0.002499","0.077499","-0.047501","-31930800","Gain","Gain","Gain","Loss","Loss"
"3/30/20","30-Mar","2020","3","Q1","Spring","3/30/20","62.685001","63.880001","62.349998","63.702499","63.105312","167976400","-0.502499","-0.087498","0.587497","1.767498","-36240400","Loss","Loss","Gain","Gain","Loss"
"3/30/21","30-Mar","2021","3","Q1","Spring","3/30/21","120.110001","120.400002","118.860001","119.900002","119.696686","85671900","-1.540001","-2.18","-1.870002","-1.489997","4852700","Loss","Loss","Loss","Loss","Gain"
"3/3/03","3-Mar","2003","3","Q1","Spring","3/3/03","0.268036","0.270714","0.259821","0.261607","0.224957","203761600","0.010715","0.004464","0.003571","-0.000179","-61023200","Gain","Gain","Gain","Loss","Loss"
"3/3/04","3-Mar","2004","3","Q1","Spring","3/3/04","0.421429","0.431964","0.421429","0.427143","0.367301","225131200","0.023215","0.031964","0.028572","0.029643","44318400","Gain","Gain","Gain","Gain","Gain"
"3/3/05","3-Mar","2005","3","Q1","Spring","3/3/05","1.584643","1.586071","1.472143","1.4925","1.283405","1411653600","0.172143","0.167678","0.09125","0.103036","680002400","Gain","Gain","Gain","Gain","Gain"
"3/3/06","3-Mar","2006","3","Q1","Spring","3/3/06","2.478571","2.496786","2.411786","2.418571","2.079736","737668400","-0.101429","-0.102857","-0.125357","-0.1475","45544800","Loss","Loss","Loss","Loss","Gain"
"3/3/08","3-Mar","2008","3","Q1","Spring","3/3/08","4.444286","4.499286","4.214286","4.3475","3.738427","1593043200","-2.534643","-2.550357","-2.6675","-2.614286","750976800","Loss","Loss","Loss","Loss","Gain"
"3/30/81","30-Mar","1981","3","Q1","Spring","3/30/81","0.110491","0.111607","0.110491","0.110491","0.086733","9900800","-0.000558","0.000558","0","0","-2352000","Loss","Gain","Gain","Gain","Loss"
"3/30/82","30-Mar","1982","3","Q1","Spring","3/30/82","0.075335","0.075893","0.075335","0.075335","0.059137","77952000","0.001116","0.001116","0.001116","0.001116","10348800","Gain","Gain","Gain","Gain","Gain"
"3/30/83","30-Mar","1983","3","Q1","Spring","3/30/83","0.195313","0.198103","0.195313","0.197545","0.155069","87808000","0.005023","0.001116","0.005023","0.002232","-15926400","Gain","Gain","Gain","Gain","Loss"
"3/30/84","30-Mar","1984","3","Q1","Spring","3/30/84","0.113281","0.113839","0.109375","0.110491","0.086733","45740800","-0.000558","-0.001116","-0.003348","-0.00279","6563200","Loss","Loss","Loss","Loss","Gain"
"3/30/87","30-Mar","1987","3","Q1","Spring","3/30/87","0.283482","0.28683","0.277902","0.279018","0.219024","259840000","-0.016741","-0.014509","-0.011161","-0.011161","125932800","Loss","Loss","Loss","Loss","Gain"
"3/30/88","30-Mar","1988","3","Q1","Spring","3/30/88","0.363839","0.368304","0.345982","0.352679","0.278781","371840000","-0.006697","-0.006696","-0.016741","-0.013392","157920000","Loss","Loss","Loss","Loss","Gain"
"3/30/89","30-Mar","1989","3","Q1","Spring","3/30/89","0.305804","0.3125","0.303571","0.310268","0.247535","105246400","0.002233","0.004464","0","0.004464","30844800","Gain","Gain","Gain","Gain","Gain"
"3/3/09","3-Mar","2009","3","Q1","Spring","3/3/09","3.176071","3.240714","3.138571","3.156071","2.713914","724340400","-0.106786","-0.094286","-0.085715","-0.164643","125031200","Loss","Loss","Loss","Loss","Gain"
"3/30/90","30-Mar","1990","3","Q1","Spring","3/30/90","0.357143","0.366071","0.357143","0.359375","0.289663","223350400","-0.008928","-0.004465","-0.006696","-0.007813","126459200","Loss","Loss","Loss","Loss","Gain"
"3/30/92","30-Mar","1992","3","Q1","Spring","3/30/92","0.546875","0.546875","0.515625","0.518973","0.426884","339035200","-0.023438","-0.024554","-0.024554","-0.02567","74502400","Loss","Loss","Loss","Loss","Gain"
"3/30/93","30-Mar","1993","3","Q1","Spring","3/30/93","0.456473","0.466518","0.448661","0.466518","0.387205","264051200","-0.010045","-0.002232","-0.004464","0.011161","2340800","Loss","Loss","Loss","Gain","Gain"
"3/30/94","30-Mar","1994","3","Q1","Spring","3/30/94","0.290179","0.296875","0.283482","0.290179","0.244157","169825600","-0.006696","-0.004464","-0.004464","-0.002232","-43691200","Loss","Loss","Loss","Loss","Loss"
"3/30/95","30-Mar","1995","3","Q1","Spring","3/30/95","0.309152","0.316964","0.308036","0.315848","0.269271","273414400","0.005581","0.00558","0.005581","0.008928","-223462400","Gain","Gain","Gain","Gain","Loss"
"3/30/98","30-Mar","1998","3","Q1","Spring","3/30/98","0.238839","0.245536","0.238839","0.244978","0.210657","250700800","0.001116","0.001674","0.003348","0.004465","-4894400","Gain","Gain","Gain","Gain","Loss"
"3/30/99","30-Mar","1999","3","Q1","Spring","3/30/99","0.3125","0.324777","0.3125","0.320313","0.275438","554523200","0.013393","0.008371","0.013951","0.004465","-14347200","Gain","Gain","Gain","Gain","Loss"
"3/3/10","3-Mar","2010","3","Q1","Spring","3/3/10","7.462143","7.495357","7.426429","7.476071","6.428693","372052800","0.491786","0.345357","0.482858","0.360714","-243275200","Gain","Gain","Gain","Gain","Loss"
"3/31/00","31-Mar","2000","3","Q1","Spring","3/31/00","1.137835","1.225446","1.125","1.212612","1.042729","404633600","-0.054687","-0.003907","0.005022","0.089844","-9766400","Loss","Loss","Gain","Gain","Loss"
"3/31/03","31-Mar","2003","3","Q1","Spring","3/31/03","0.255893","0.259464","0.250714","0.2525","0.217125","256659200","-0.00125","-0.001607","-0.005893","-0.007679","111356000","Loss","Loss","Loss","Loss","Gain"
"3/31/04","31-Mar","2004","3","Q1","Spring","3/31/04","0.498571","0.499643","0.48125","0.482857","0.41521","390773600","0.003214","0.000536","-0.006964","-0.015714","31096800","Gain","Gain","Loss","Loss","Gain"
"3/31/05","31-Mar","2005","3","Q1","Spring","3/31/05","1.516071","1.518571","1.485357","1.488214","1.27972","636134800","0.013571","-0.01","-0.008214","-0.040357","241175200","Gain","Loss","Loss","Loss","Gain"
"3/31/06","31-Mar","2006","3","Q1","Spring","3/31/06","2.258929","2.271786","2.222857","2.24","1.926182","815357200","0.015358","0.011072","0.025357","-0.001071","-575293600","Gain","Gain","Gain","Loss","Loss"
"3/31/08","31-Mar","2008","3","Q1","Spring","3/31/08","5.116786","5.203929","5.09","5.125","4.407002","768065200","0.0525","0.037858","0.032857","0.0175","53454800","Gain","Gain","Gain","Gain","Gain"
"3/31/09","31-Mar","2009","3","Q1","Spring","3/31/09","3.766071","3.8375","3.75","3.754286","3.228321","570080000","0.033571","0.087143","0.085357","0.0225","67284000","Gain","Gain","Gain","Gain","Gain"
"3/3/11","3-Mar","2011","3","Q1","Spring","3/3/11","12.756786","12.849643","12.711429","12.841429","11.042382","500788400","0.478215","0.555357","0.620358","0.575715","106990800","Gain","Gain","Gain","Gain","Gain"
"3/31/10","31-Mar","2010","3","Q1","Spring","3/31/10","8.410357","8.450357","8.373571","8.392857","7.217041","430659600","-0.039643","-0.031072","0.0075","-0.030357","-96650400","Loss","Loss","Gain","Loss","Loss"
"3/31/11","31-Mar","2011","3","Q1","Spring","3/31/11","12.37","12.492857","12.359286","12.446786","10.703026","274019200","-0.152857","-0.038572","-0.049285","-0.004285","-55386800","Loss","Loss","Loss","Loss","Loss"
"3/31/14","31-Mar","2014","3","Q1","Spring","3/31/14","19.258215","19.314644","19.140356","19.169287","17.149929","168669200","0.032501","0.066788","0.059999","-0.004284","-31894800","Gain","Gain","Gain","Loss","Loss"
"3/31/15","31-Mar","2015","3","Q1","Spring","3/31/15","31.522499","31.622499","31.09","31.1075","28.358606","168362400","0.509998","0.022499","0.09","-0.485001","-20036400","Gain","Gain","Gain","Loss","Loss"
"3/31/16","31-Mar","2016","3","Q1","Spring","3/31/16","27.43","27.475","27.219999","27.247499","25.300169","103553600","0.2675","-0.13","0.069999","-0.1425","-78850800","Gain","Loss","Gain","Loss","Loss"
"3/31/17","31-Mar","2017","3","Q1","Spring","3/31/17","35.93","36.067501","35.752499","35.915001","34.053204","78646800","-0.117501","-0.057499","-0.122501","-0.067497","-6182400","Loss","Loss","Loss","Loss","Loss"
"3/31/20","31-Mar","2020","3","Q1","Spring","3/31/20","63.900002","65.622498","63","63.572498","62.976532","197002000","1.215001","1.742497","0.650002","-0.130001","29025600","Gain","Gain","Gain","Loss","Gain"
"3/31/21","31-Mar","2021","3","Q1","Spring","3/31/21","121.650002","123.519997","121.150002","122.150002","121.942871","118323800","1.540001","3.119995","2.290001","2.25","32651900","Gain","Gain","Gain","Gain","Gain"
"3/3/14","3-Mar","2014","3","Q1","Spring","3/3/14","18.693571","18.951786","18.671785","18.848572","16.862997","238781200","0.743214","0.818571","0.839641","0.936787","-162682800","Gain","Gain","Gain","Gain","Loss"
"3/3/15","3-Mar","2015","3","Q1","Spring","3/3/15","32.240002","32.380001","32.022499","32.34","29.482199","151265200","2.615002","2.607502","2.619999","2.6775","-56397600","Gain","Gain","Gain","Gain","Loss"
"3/3/16","3-Mar","2016","3","Q1","Spring","3/3/16","25.145","25.4275","25.112499","25.375","23.561485","147822800","1.395","1.217501","1.592499","1.2875","-36034400","Gain","Gain","Gain","Gain","Loss"
"3/3/17","3-Mar","2017","3","Q1","Spring","3/3/17","34.695","34.9575","34.647499","34.945","33.133476","84432400","2.617501","2.659999","2.607498","2.675","-13596800","Gain","Gain","Gain","Gain","Loss"
"3/31/81","31-Mar","1981","3","Q1","Spring","3/31/81","0.110491","0.110491","0.109375","0.109375","0.085857","15993600","0","-0.001116","-0.001116","-0.001116","6092800","Gain","Loss","Loss","Loss","Gain"
"3/31/82","31-Mar","1982","3","Q1","Spring","3/31/82","0.075335","0.075893","0.075335","0.075335","0.059137","50153600","0","0","0","0","-27798400","Gain","Gain","Gain","Gain","Loss"
"3/31/83","31-Mar","1983","3","Q1","Spring","3/31/83","0.197545","0.198661","0.188616","0.188616","0.14806","85142400","0.002232","0.000558","-0.006697","-0.008929","-2665600","Gain","Gain","Loss","Loss","Loss"
"3/31/86","31-Mar","1986","3","Q1","Spring","3/31/86","0.126116","0.127232","0.125","0.126116","0.098999","187801600","0","-0.002232","-0.001116","0","-31203200","Gain","Loss","Loss","Gain","Loss"
"3/31/87","31-Mar","1987","3","Q1","Spring","3/31/87","0.277902","0.289063","0.277902","0.287946","0.226032","273280000","-0.00558","0.002233","0","0.008928","13440000","Loss","Gain","Gain","Gain","Gain"
"3/31/88","31-Mar","1988","3","Q1","Spring","3/31/88","0.354911","0.361607","0.350446","0.357143","0.282309","217280000","-0.008928","-0.006697","0.004464","0.004464","-154560000","Loss","Loss","Gain","Gain","Loss"
"3/31/89","31-Mar","1989","3","Q1","Spring","3/31/89","0.3125","0.319196","0.310268","0.31808","0.253767","185348800","0.006696","0.006696","0.006697","0.007812","80102400","Gain","Gain","Gain","Gain","Gain"
"3/31/92","31-Mar","1992","3","Q1","Spring","3/31/92","0.520089","0.533482","0.517857","0.520089","0.427802","212632000","-0.026786","-0.013393","0.002232","0.001116","-126403200","Loss","Loss","Gain","Gain","Loss"
"3/31/93","31-Mar","1993","3","Q1","Spring","3/31/93","0.46875","0.470982","0.457589","0.459821","0.381646","223036800","0.012277","0.004464","0.008928","-0.006697","-41014400","Gain","Gain","Gain","Loss","Loss"
"3/31/94","31-Mar","1994","3","Q1","Spring","3/31/94","0.290179","0.299107","0.28125","0.296875","0.24979","209059200","0","0.002232","-0.002232","0.006696","39233600","Gain","Gain","Loss","Gain","Gain"
"3/31/95","31-Mar","1995","3","Q1","Spring","3/31/95","0.313616","0.31808","0.310268","0.314732","0.26832","183243200","0.004464","0.001116","0.002232","-0.001116","-90171200","Gain","Gain","Gain","Loss","Loss"
"3/31/97","31-Mar","1997","3","Q1","Spring","3/31/97","0.166295","0.172991","0.154018","0.162946","0.140118","970244800","0.010045","0.001116","0","-0.003349","-168660800","Gain","Gain","Gain","Loss","Loss"
"3/31/98","31-Mar","1998","3","Q1","Spring","3/31/98","0.244978","0.248326","0.243304","0.245536","0.211137","266896000","0.006139","0.00279","0.004465","0.000558","16195200","Gain","Gain","Gain","Gain","Gain"
"3/31/99","31-Mar","1999","3","Q1","Spring","3/31/99","0.324777","0.331473","0.320313","0.320871","0.275918","422352000","0.012277","0.006696","0.007813","0.000558","-132171200","Gain","Gain","Gain","Gain","Loss"
"3/3/20","3-Mar","2020","3","Q1","Spring","3/3/20","75.917503","76","71.449997","72.330002","71.651932","319475600","-0.157494","-2.372498","-4.105003","-4.834999","145687200","Loss","Loss","Loss","Loss","Gain"
"3/3/21","3-Mar","2021","3","Q1","Spring","3/3/21","124.809998","125.709999","121.839996","122.059998","121.85302","112966300","-10.949997","-10.060005","-11.770005","-11.880004","23085400","Loss","Loss","Loss","Loss","Gain"
"3/3/81","3-Mar","1981","3","Q1","Spring","3/3/81","0.117746","0.117746","0.117188","0.117188","0.09199","16172800","-0.00558","-0.006138","-0.006138","-0.006138","-2979200","Loss","Loss","Loss","Loss","Loss"
"3/3/82","3-Mar","1982","3","Q1","Spring","3/3/82","0.082031","0.082589","0.082031","0.082031","0.064393","23654400","-0.008371","-0.008371","-0.008371","-0.008371","-7817600","Loss","Loss","Loss","Loss","Loss"
"3/3/83","3-Mar","1983","3","Q1","Spring","3/3/83","0.208705","0.210938","0.201451","0.202009","0.158573","131532800","0.017299","0.011161","0.011719","0.00279","-121004800","Gain","Gain","Gain","Gain","Loss"
"3/3/86","3-Mar","1986","3","Q1","Spring","3/3/86","0.111607","0.112165","0.109375","0.109933","0.086295","108819200","0.00837","0.005022","0.007254","0.003348","-241203200","Gain","Gain","Gain","Gain","Loss"
"3/3/87","3-Mar","1987","3","Q1","Spring","3/3/87","0.301339","0.304129","0.289063","0.290179","0.227785","436800000","0.051339","0.053571","0.044643","0.042411","258182400","Gain","Gain","Gain","Gain","Gain"
"3/3/88","3-Mar","1988","3","Q1","Spring","3/3/88","0.397321","0.419643","0.397321","0.415179","0.328185","473760000","0.03125","0.051339","0.046875","0.0625","247520000","Gain","Gain","Gain","Gain","Gain"
"3/3/89","3-Mar","1989","3","Q1","Spring","3/3/89","0.314732","0.314732","0.303571","0.310268","0.247535","387777600","-0.042411","-0.044643","-0.044643","-0.040178","208868800","Loss","Loss","Loss","Loss","Gain"
"3/3/92","3-Mar","1992","3","Q1","Spring","3/3/92","0.604911","0.607143","0.591518","0.592634","0.487474","99276800","0.026786","0.015625","0.015625","0.00558","-58856000","Gain","Gain","Gain","Gain","Loss"
"3/3/93","3-Mar","1993","3","Q1","Spring","3/3/93","0.482143","0.491071","0.475446","0.487723","0.404805","202697600","-0.0625","-0.053572","-0.046875","-0.047991","-61488000","Loss","Loss","Loss","Loss","Loss"
"3/3/94","3-Mar","1994","3","Q1","Spring","3/3/94","0.319196","0.323661","0.316964","0.319196","0.268571","188473600","0.024553","0.023438","0.026785","0.020089","50478400","Gain","Gain","Gain","Gain","Gain"
"3/3/95","3-Mar","1995","3","Q1","Spring","3/3/95","0.354911","0.363281","0.352679","0.359375","0.30638","145768000","-0.020089","-0.012835","-0.007812","-0.002232","-173443200","Loss","Loss","Loss","Loss","Loss"
"3/3/97","3-Mar","1997","3","Q1","Spring","3/3/97","0.147321","0.147321","0.142857","0.143973","0.123803","130457600","-0.003349","-0.004465","-0.002232","-0.001674","-237652800","Loss","Loss","Loss","Loss","Loss"
"3/3/98","3-Mar","1998","3","Q1","Spring","3/3/98","0.195313","0.207031","0.19308","0.206473","0.177547","334073600","0.037389","0.040736","0.035156","0.042969","-68544000","Gain","Gain","Gain","Gain","Loss"
"3/3/99","3-Mar","1999","3","Q1","Spring","3/3/99","0.310268","0.313616","0.299107","0.305246","0.262482","293350400","-0.037946","-0.048549","-0.046875","-0.053571","-45393600","Loss","Loss","Loss","Loss","Loss"
"3/4/00","4-Mar","2000","3","Q1","Spring","3/4/00","1.209821","1.245536","1.155692","1.19029","1.023534","328563200","0.094866","0.100586","0.084263","0.047433","5196800","Gain","Gain","Gain","Gain","Gain"
"3/4/01","4-Mar","2001","3","Q1","Spring","3/4/01","0.381429","0.382143","0.359464","0.361429","0.310794","368687200","0.1225","0.084152","0.101651","0.069018","-448386400","Gain","Gain","Gain","Gain","Loss"
"3/4/02","4-Mar","2002","3","Q1","Spring","3/4/02","0.429464","0.437321","0.421429","0.424107","0.364691","214530400","0.01875","0.013214","0.014822","0.003036","-397476800","Gain","Gain","Gain","Gain","Loss"
"3/4/03","4-Mar","2003","3","Q1","Spring","3/4/03","0.26","0.2625","0.25625","0.258214","0.222039","145712000","-0.008036","-0.008214","-0.003571","-0.003393","-58049600","Loss","Loss","Loss","Loss","Loss"
"3/4/06","4-Mar","2006","3","Q1","Spring","3/4/06","2.273929","2.29","2.236071","2.2375","1.924033","815791200","-0.204642","-0.206786","-0.175715","-0.181071","78122800","Loss","Loss","Loss","Loss","Gain"
"3/4/07","4-Mar","2007","3","Q1","Spring","3/4/07","3.362143","3.401071","3.348571","3.375","2.902172","583934400","0.280357","0.308928","0.423571","0.382143","-654385200","Gain","Gain","Gain","Gain","Loss"
"3/4/08","4-Mar","2008","3","Q1","Spring","3/4/08","5.252143","5.486786","5.25","5.414643","4.656066","1051568000","0.807857","0.9875","1.035714","1.067143","-541475200","Gain","Gain","Gain","Gain","Loss"
"3/4/09","4-Mar","2009","3","Q1","Spring","3/4/09","4.078214","4.1475","4.054286","4.1425","3.562148","636241200","0.902143","0.906786","0.915715","0.986429","-88099200","Gain","Gain","Gain","Gain","Loss"
"3/4/12","4-Mar","2012","3","Q1","Spring","3/4/12","22.40357","22.57893","22.2325","22.475714","19.326927","834559600","6.071426","6.150358","5.9625","6.058571","547960000","Gain","Gain","Gain","Gain","Gain"
"3/4/13","4-Mar","2013","3","Q1","Spring","3/4/13","15.406071","15.617143","15.368214","15.428214","13.462584","363216000","-4.161071","-4.013928","-3.953214","-3.9325","10250800","Loss","Loss","Loss","Loss","Gain"
"3/4/14","4-Mar","2014","3","Q1","Spring","3/4/14","19.335358","19.375","19.201429","19.2425","17.215427","162344000","0.641787","0.423214","0.529644","0.393928","-76437200","Gain","Gain","Gain","Gain","Loss"
"3/4/17","4-Mar","2017","3","Q1","Spring","3/4/17","35.927502","36.029999","35.762501","35.924999","34.062683","79942800","1.232502","1.072499","1.115002","0.979999","-4489600","Gain","Gain","Gain","Gain","Loss"
"3/4/18","4-Mar","2018","3","Q1","Spring","3/4/18","41.91","42.1875","41.220001","42.0975","40.54665","121112000","-1.2225","-1.450001","-1.770001","-0.959999","3040400","Loss","Loss","Loss","Loss","Gain"
"3/4/19","4-Mar","2019","3","Q1","Spring","3/4/19","48.3125","49.125","48.287498","48.837502","47.754612","93087200","12.317501","12.695","12.787498","13.290001","-272161600","Gain","Gain","Gain","Gain","Loss"
"3/4/20","4-Mar","2020","3","Q1","Spring","3/4/20","60.700001","61.424999","59.7425","60.352501","59.786724","129880000","-15.217502","-14.575001","-11.707497","-11.977501","-189595600","Loss","Loss","Loss","Loss","Loss"
"3/4/81","4-Mar","1981","3","Q1","Spring","3/4/81","0.118304","0.118862","0.118304","0.118304","0.092866","16486400","0.000558","0.001116","0.001116","0.001116","313600","Gain","Gain","Gain","Gain","Gain"
"3/4/84","4-Mar","1984","3","Q1","Spring","3/4/84","0.111049","0.112165","0.109933","0.111607","0.087609","44105600","0","-0.001674","0.000558","0.002232","-101382400","Gain","Loss","Gain","Gain","Loss"
"3/4/85","4-Mar","1985","3","Q1","Spring","3/4/85","0.09375","0.094308","0.09375","0.09375","0.073592","242659200","-0.032924","-0.035714","-0.032924","-0.032924","76048000","Loss","Loss","Loss","Loss","Gain"
"3/4/86","4-Mar","1986","3","Q1","Spring","3/4/86","0.121652","0.123326","0.119978","0.120536","0.094618","211075200","0.010045","0.011161","0.010603","0.010603","102256000","Gain","Gain","Gain","Gain","Gain"
